route,search_date,departure_date,days_before_departure,min_price,max_price,avg_price,median_price,price_std,num_airlines,airlines,flights_count,is_weekend,day_of_week,month
BOM-HYD,2026-02-13,2026-02-13,0,12600,15997,13213.285714285714,12824,1140.6437673882378,2,"6E,AI",7,False,4,2
DEL-MAA,2026-02-13,2026-02-13,0,6218,62054,17092.416666666668,14581,14279.706617307964,2,"6E,AI",12,False,4,2
BOM-MAA,2026-02-13,2026-02-13,0,12765,41762,18985.7,15879,8160.251516344333,3,"6E,AI,SG",10,False,4,2
DEL-CCU,2026-02-13,2026-02-13,0,6952,22538,12610.0,11564,3883.273004923711,3,"6E,AI,SG",13,False,4,2
BOM-CCU,2026-02-13,2026-02-13,0,15401,62109,24086.4,18935,13483.534768005013,3,"6E,AI,QP",10,False,4,2
DEL-PNQ,2026-02-13,2026-02-13,0,5858,15824,11338.2,11093,3446.8821699230352,5,"6E,AI,IX,QP,SG",15,False,4,2
BLR-PNQ,2026-02-13,2026-02-13,0,9178,13667,12118.125,13150,1520.051104198474,3,"6E,IX,QP",8,False,4,2
BOM-AMD,2026-02-13,2026-02-13,0,8108,26798,11337.857142857143,8229,6425.141141942141,3,"6E,AI,QP",7,False,4,2
DEL-AMD,2026-02-13,2026-02-13,0,4559,12988,9142.0,9208,2792.9248408553117,3,"6E,AI,SG",12,False,4,2
BOM-GOI,2026-02-13,2026-02-13,0,6641,9216,7634.571428571428,7703,882.3934750993794,5,"6E,AI,IX,QP,SG",14,False,4,2
BLR-GOI,2026-02-13,2026-02-13,0,6238,9185,7571.0,8025,1079.7331460442745,3,"6E,9I,IX",6,False,4,2
BLR-COK,2026-02-13,2026-02-13,0,6866,8760,8069.4,8758,851.6862333042609,2,"6E,IX",5,False,4,2
DEL-JAI,2026-02-13,2026-02-13,0,7761,8629,8330.333333333334,8601,402.7417148606398,2,"6E,AI",3,False,4,2
DEL-LKO,2026-02-13,2026-02-13,0,6897,8186,7957.222222222223,8158,392.14758496650427,3,"6E,AI,IX",9,False,4,2
DEL-PAT,2026-02-13,2026-02-13,0,9208,18166,11633.375,10492,2701.6184472228865,4,"6E,AI,IX,SG",8,False,4,2
DEL-SXR,2026-02-13,2026-02-13,0,8567,12965,11865.5,12965,1904.3898629219807,2,"IX,SG",4,False,4,2
