search_date,search_timestamp,departure_date,days_before_departure,origin,destination,route,departure_time,arrival_time,duration_minutes,airline_code,airline_name,airline_type,flight_number,aircraft,origin_terminal,destination_terminal,departure_hour,is_weekend,day_of_week,month,min_price,max_price,avg_price,price_range,min_published_price,cabin_class,is_refundable,fare_type,checkin_baggage,cabin_baggage,seats_available
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T16:30:00,2026-02-13T19:00:00,150,AI,Air India,Premium,2941,32N,3,2,16,False,4,2,10599,10637,10618.0,38,10599,Economy,True,SME,15 KG,7 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T12:45:00,2026-02-13T15:05:00,140,6E,Indigo,Budget,6051,321,1,2,12,False,4,2,11099,32748,18978.8,21649,11099,Economy,True,SME.CrpCon,15 Kilograms,7 KG,5
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T13:50:00,2026-02-13T16:10:00,140,6E,Indigo,Budget,6676,321,1,2,13,False,4,2,11099,23265,15153.333333333334,12166,11099,Economy,True,Saver (Regular),15 Kilograms,7 KG,9
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T21:00:00,2026-02-13T23:25:00,145,6E,Indigo,Budget,395,321,1,2,21,False,4,2,11099,27480,16558.166666666668,16381,11099,Economy,True,Saver (Regular),15 Kilograms,7 KG,3
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T22:15:00,2026-02-14T00:50:00,155,6E,Indigo,Budget,6114,321,1,2,22,False,4,2,11099,27480,16558.166666666668,16381,11099,Economy,True,SME.CrpCon,15 Kilograms,7 KG,3
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T23:30:00,2026-02-14T01:55:00,145,6E,Indigo,Budget,519,321,1,2,23,False,4,2,13409,23265,16693.333333333332,9856,13409,Economy,True,Saver (Regular),15 Kilograms,7 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T22:00:00,2026-02-14T00:25:00,145,AI,Air India,Premium,2999,321,3,2,22,False,4,2,14162,14422,14292.0,260,14162,Economy,True,SME,15 KG,7 KG,3
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T22:30:00,2026-02-14T00:55:00,145,AI,Air India,Premium,2437,32N,3,2,22,False,4,2,14162,14422,14292.0,260,14162,Economy,True,SME,15 KG,7 KG,4
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T13:20:00,2026-02-13T15:45:00,145,AI,Air India,Premium,2951,32N,3,2,13,False,4,2,14162,14422,14292.0,260,14162,Economy,True,SME,15 KG,7 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T23:00:00,2026-02-14T01:25:00,145,AI,Air India,Premium,2439,789,3,2,23,False,4,2,14162,14422,14292.0,260,14162,Economy,True,SME,15 KG,7 KG,4
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T19:00:00,2026-02-13T21:25:00,145,6E,Indigo,Budget,354,321,1,2,19,False,4,2,14249,32748,20868.8,18499,14249,Economy,True,Saver (Regular),15 Kilograms,7 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T18:00:00,2026-02-13T20:20:00,140,AI,Air India,Premium,2955,32N,3,2,18,False,4,2,15913,16227,16070.0,314,15913,Economy,True,SME,15 KG,7 KG,9
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T19:00:00,2026-02-13T21:20:00,140,AI,Air India,Premium,2977,32N,3,2,19,False,4,2,15913,16227,16070.0,314,15913,Economy,True,SME,15 KG,7 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T21:00:00,2026-02-13T23:20:00,140,AI,Air India,Premium,2981,32N,3,2,21,False,4,2,15913,16227,16070.0,314,15913,Economy,True,SME,15 KG,7 KG,9
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T21:30:00,2026-02-13T23:55:00,145,AI,Air India,Premium,2433,32N,3,2,21,False,4,2,15913,16227,16070.0,314,15913,Economy,True,SME,15 KG,7 KG,7
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T14:35:00,2026-02-13T17:10:00,155,AI,Air India,Premium,2441,321,3,2,14,False,4,2,15913,16227,16070.0,314,15913,Economy,True,SME,15 KG,7 KG,9
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T20:30:00,2026-02-13T23:05:00,155,AI,Air India,Premium,2957,32N,3,2,20,False,4,2,15913,16227,16070.0,314,15913,Economy,True,SME,15 KG,7 KG,6
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T14:25:00,2026-02-13T18:05:00,220,AI,Air India,Premium,2592,32N,3,2,14,False,4,2,15913,16227,16070.0,314,15913,Economy,True,SME,15 KG,7 KG,6
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T20:00:00,2026-02-13T22:20:00,140,6E,Indigo,Budget,6773,321,1,2,20,False,4,2,16122,32748,21311.666666666668,16626,16122,Economy,True,SME.CrpCon,15 Kilograms,7 KG,15
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T20:10:00,2026-02-13T22:35:00,145,IX,Air India Express,Premium,1235,7M8,1,2,20,False,4,2,16409,22513,17923.8,6104,16409,Economy,True,Value,15KG,7 Kg,9
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,DEL,BOM,DEL-BOM,2026-02-13T19:40:00,2026-02-13T22:10:00,150,AI,Air India,Premium,2985,32N,3,2,19,False,4,2,22627,23487,23057.0,860,22627,PremiumEconomy,True,SME,15 KG,7 KG,4
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T15:30:00,2026-02-13T18:30:00,180,6E,Indigo,Budget,843,321,1,1,15,False,4,2,15355,23580,18200.666666666668,8225,15355,Economy,True,Saver (Regular),15 Kilograms,7 KG,2
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T17:40:00,2026-02-13T20:55:00,195,SG,Spicejet,Budget,136,,,,17,False,4,2,16204,16204,16204.0,0,16204,Economy,False,Inst_Series6,15Kg,7Kg,3
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T16:50:00,2026-02-13T19:45:00,175,6E,Indigo,Budget,6725,321,1,1,16,False,4,2,16345,23580,19048.8,7235,16345,Economy,True,Saver (Regular),15 Kilograms,7 KG,2
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T17:55:00,2026-02-13T21:10:00,195,SG,Spicejet,Budget,136,73H,1,1D,17,False,4,2,17085,18401,17524.333333333332,1316,17085,Economy,True,Coupon,15 KG,7 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T14:35:00,2026-02-13T17:25:00,170,AI,Air India,Premium,428,788,2,3,14,False,4,2,19443,19851,19647.0,408,19443,Economy,True,SME,15 KG,7 KG,8
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T14:00:00,2026-02-13T16:55:00,175,AI,Air India,Premium,2486,32N,2,3,14,False,4,2,19443,19851,19647.0,408,19443,Economy,True,SME,15 KG,7 KG,2
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T22:25:00,2026-02-14T01:25:00,180,AI,Air India,Premium,2488,32N,2,3,22,False,4,2,19443,19851,19647.0,408,19443,Economy,True,SME,15 KG,7 KG,3
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T15:00:00,2026-02-13T18:00:00,180,AI,Air India,Premium,2511,32N,2,3,15,False,4,2,19443,19851,19647.0,408,19443,Economy,True,SME,15 KG,7 KG,6
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T16:35:00,2026-02-13T19:40:00,185,AI,Air India,Premium,2418,32N,2,3,16,False,4,2,19443,19851,19647.0,408,19443,Economy,True,SME,15 KG,7 KG,5
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T19:15:00,2026-02-13T22:05:00,170,6E,Indigo,Budget,735,321,1,1,19,False,4,2,19746,26581,22180.666666666668,6835,19746,Economy,True,Saver (Regular),15 Kilograms,7 KG,4
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T19:05:00,2026-02-13T21:55:00,170,IX,Air India Express,Premium,1040,320,2,1,19,False,4,2,20033,21083,20400.5,1050,20033,Economy,True,Value,15KG,7 Kg,9
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T13:00:00,2026-02-13T15:55:00,175,6E,Indigo,Budget,6401,321,1,1,13,False,4,2,21999,23580,22789.5,1581,21999,Business,True,Stretch,30 Kilograms,12 KG,4
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T23:30:00,2026-02-14T02:25:00,175,6E,Indigo,Budget,6813,321,1,1,23,False,4,2,21999,23580,22789.5,1581,21999,Business,True,Stretch,30 Kilograms,12 KG,3
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T14:10:00,2026-02-13T17:10:00,180,6E,Indigo,Budget,6039,321,1,1,14,False,4,2,21999,23580,22789.5,1581,21999,Business,True,Stretch,30 Kilograms,12 KG,4
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T16:00:00,2026-02-13T18:50:00,170,SG,Spicejet,Budget,447,73H,1,1D,16,False,4,2,24206,24206,24206.0,0,24206,Economy,True,Coupon,15 KG,7 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T18:00:00,2026-02-13T20:55:00,175,6E,Indigo,Budget,6034,321,1,1,18,False,4,2,24999,26581,25790.0,1582,24999,Business,True,Stretch,30 Kilograms,12 KG,2
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T22:05:00,2026-02-14T01:00:00,175,6E,Indigo,Budget,6788,321,1,1,22,False,4,2,24999,26581,25790.0,1582,24999,Business,True,Stretch,30 Kilograms,12 KG,7
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T18:05:00,2026-02-13T20:50:00,165,AI,Air India,Premium,2820,32N,2,3,18,False,4,2,27473,28563,28018.0,1090,27473,PremiumEconomy,True,SME,15 KG,7 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T20:00:00,2026-02-13T22:55:00,175,AI,Air India,Premium,2818,32N,2,3,20,False,4,2,27473,28563,28018.0,1090,27473,PremiumEconomy,True,SME,15 KG,7 KG,3
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T22:00:00,2026-02-14T01:00:00,180,AI,Air India,Premium,2814,32N,2,3,22,False,4,2,27473,28563,28018.0,1090,27473,PremiumEconomy,True,SME,15 KG,7 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T19:00:00,2026-02-13T22:10:00,190,AI,Air India,Premium,2802,32N,2,3,19,False,4,2,27473,28563,28018.0,1090,27473,PremiumEconomy,True,SME,15 KG,7 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T12:30:00,2026-02-13T15:30:00,180,AI,Air India,Premium,2652,321,2,3,12,False,4,2,36646,37826,37236.0,1180,36646,Business,True,Publish,30 KG,10 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,DEL,BLR-DEL,2026-02-13T19:40:00,2026-02-13T22:25:00,165,AI,Air India,Premium,2665,789,2,3,19,False,4,2,62617,64671,63644.0,2054,62617,Business,True,SME,30 KG,10 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,BOM,BLR-BOM,2026-02-13T14:00:00,2026-02-13T15:55:00,115,6E,Indigo,Budget,5218,321,1,1,14,False,4,2,10625,24799,15243.333333333334,14174,10625,Economy,True,Saver (Regular),15 Kilograms,7 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,BOM,BLR-BOM,2026-02-13T19:30:00,2026-02-13T21:20:00,110,6E,Indigo,Budget,5376,321,1,1,19,False,4,2,13364,24799,17069.333333333332,11435,13364,Economy,True,SME.CrpCon,15 Kilograms,7 KG,2
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,BOM,BLR-BOM,2026-02-13T15:15:00,2026-02-13T17:15:00,120,6E,Indigo,Budget,5351,321,1,1,15,False,4,2,13364,24799,17069.333333333332,11435,13364,Economy,True,Saver (Regular),15 Kilograms,7 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,BOM,BLR-BOM,2026-02-13T22:30:00,2026-02-14T00:35:00,125,AI,Air India,Premium,2840,32N,2,2,22,False,4,2,18752,19382,19067.0,630,18752,PremiumEconomy,True,SME,15 KG,7 KG,9
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,BOM,BLR-BOM,2026-02-13T22:15:00,2026-02-14T00:05:00,110,6E,Indigo,Budget,5295,321,1,1,22,False,4,2,22166,24799,23482.5,2633,22166,Business,True,Stretch,30 Kilograms,12 KG,10
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,BOM,BLR-BOM,2026-02-13T16:45:00,2026-02-13T18:45:00,120,6E,Indigo,Budget,5073,321,1,1,16,False,4,2,22166,24799,23482.5,2633,22166,Business,True,Stretch,30 Kilograms,12 KG,10
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,BOM,BLR-BOM,2026-02-13T18:00:00,2026-02-13T20:05:00,125,6E,Indigo,Budget,732,321,1,2,18,False,4,2,22166,24799,23482.5,2633,22166,Business,True,Stretch,30 Kilograms,12 KG,2
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,BOM,BLR-BOM,2026-02-13T21:30:00,2026-02-13T23:35:00,125,AI,Air India,Premium,2642,32N,2,2,21,False,4,2,31572,32121,31846.5,549,31572,Business,True,Publish,30 KG,10 KG,3
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,BOM,BLR-BOM,2026-02-13T23:40:00,2026-02-14T01:45:00,125,AI,Air India,Premium,2811,32N,2,2,23,False,4,2,31572,32121,31846.5,549,31572,Business,True,Publish,30 KG,10 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,BLR,BOM,BLR-BOM,2026-02-13T19:00:00,2026-02-13T21:05:00,125,AI,Air India,Premium,2610,32N,2,2,19,False,4,2,42462,43454,42958.0,992,42462,Business,True,SME,30 KG,10 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,DEL,HYD-DEL,2026-02-13T21:25:00,2026-02-13T23:45:00,140,AI,Air India,Premium,2870,32N,,3,21,False,4,2,12019,12186,12102.5,167,12019,Economy,True,SME,15 KG,7 KG,5
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,DEL,HYD-DEL,2026-02-13T20:00:00,2026-02-13T22:30:00,150,AI,Air India,Premium,2520,32N,,3,20,False,4,2,12019,12186,12102.5,167,12019,Economy,True,SME,15 KG,7 KG,9
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,DEL,HYD-DEL,2026-02-13T18:35:00,2026-02-13T20:55:00,140,AI,Air India,Premium,2880,32N,,3,18,False,4,2,12226,12396,12311.0,170,12226,Economy,True,SME,15 KG,7 KG,9
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,DEL,HYD-DEL,2026-02-13T17:30:00,2026-02-13T19:55:00,145,AI,Air India,Premium,2890,32N,,3,17,False,4,2,12433,12606,12519.5,173,12433,Economy,True,SME,15 KG,7 KG,9
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,DEL,HYD-DEL,2026-02-13T18:30:00,2026-02-13T20:45:00,135,6E,Indigo,Budget,2317,321,,2,18,False,4,2,12955,25580,17249.833333333332,12625,12955,Economy,True,Saver (Regular),15 Kilograms,7 KG,5
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,DEL,HYD-DEL,2026-02-13T21:30:00,2026-02-13T23:50:00,140,6E,Indigo,Budget,2256,321,,2,21,False,4,2,13900,22580,16879.833333333332,8680,13900,Economy,True,Saver (Regular),15 Kilograms,7 KG,4
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,DEL,HYD-DEL,2026-02-13T17:40:00,2026-02-13T20:00:00,140,QP,Akasa Air,Budget,1407,7BH,,1,17,False,4,2,14593,15396,15020.75,803,14593,Economy,True,Corporate,15KG,7 KG,6
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,DEL,HYD-DEL,2026-02-13T20:00:00,2026-02-13T22:20:00,140,6E,Indigo,Budget,2233,321,,2,20,False,4,2,14845,25580,18509.833333333332,10735,14845,Economy,True,Saver (Regular),15 Kilograms,7 KG,6
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,DEL,HYD-DEL,2026-02-13T13:45:00,2026-02-13T16:05:00,140,6E,Indigo,Budget,6043,321,,1,13,False,4,2,15782,25580,19134.5,9798,15782,Economy,True,Saver (Regular),15 Kilograms,7 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,DEL,HYD-DEL,2026-02-13T23:50:00,2026-02-14T02:10:00,140,AI,Air India,Premium,2776,32N,,3,23,False,4,2,16623,16937,16780.0,314,16623,Economy,True,SME,15 KG,7 KG,9
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,DEL,HYD-DEL,2026-02-13T22:30:00,2026-02-14T01:00:00,150,AI,Air India,Premium,1880,32N,,2,22,False,4,2,16623,16937,16780.0,314,16623,Economy,True,SME,15 KG,7 KG,8
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,DEL,HYD-DEL,2026-02-13T17:00:00,2026-02-13T19:20:00,140,6E,Indigo,Budget,962,321,,1,17,False,4,2,16832,25580,19834.5,8748,16832,Economy,True,Saver (Regular),15 Kilograms,7 KG,3
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,DEL,HYD-DEL,2026-02-13T15:15:00,2026-02-13T17:50:00,155,6E,Indigo,Budget,849,321,,1,15,False,4,2,16832,22580,18834.5,5748,16832,Economy,True,Saver (Regular),15 Kilograms,7 KG,5
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,DEL,HYD-DEL,2026-02-13T14:05:00,2026-02-13T16:30:00,145,AI,Air India,Premium,2541,32N,,3,14,False,4,2,23337,24197,23767.0,860,23337,PremiumEconomy,True,SME,15 KG,7 KG,4
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,BOM,HYD-BOM,2026-02-13T14:30:00,2026-02-13T16:15:00,105,6E,Indigo,Budget,5099,321,,1,14,False,4,2,8995,24509,14147.666666666666,15514,8995,Economy,True,SME.CrpCon,15 Kilograms,7 KG,13
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,BOM,HYD-BOM,2026-02-13T14:25:00,2026-02-13T16:10:00,105,AI,Air India,Premium,2445,32N,,2,14,False,4,2,13591,13810,13700.5,219,13591,Economy,True,SME,15 KG,7 KG,7
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,BOM,HYD-BOM,2026-02-13T17:15:00,2026-02-13T18:50:00,95,6E,Indigo,Budget,791,321,,2,17,False,4,2,13638,15318,14136.75,1680,13638,Economy,True,Saver (Regular),15 Kilograms,7 KG,4
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,BOM,HYD-BOM,2026-02-13T21:50:00,2026-02-13T23:30:00,100,6E,Indigo,Budget,5003,321,,1,21,False,4,2,13638,15318,14136.75,1680,13638,Economy,True,Saver (Regular),15 Kilograms,7 KG,3
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,BOM,HYD-BOM,2026-02-13T22:20:00,2026-02-14T00:10:00,110,AI,Air India,Premium,2699,32N,,2,22,False,4,2,18988,19618,19303.0,630,18988,PremiumEconomy,True,SME,15 KG,7 KG,5
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,BOM,HYD-BOM,2026-02-13T17:30:00,2026-02-13T19:25:00,115,AI,Air India,Premium,2447,32N,,2,17,False,4,2,18988,19618,19303.0,630,18988,PremiumEconomy,True,SME,15 KG,7 KG,2
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,HYD,BOM,HYD-BOM,2026-02-13T20:35:00,2026-02-13T22:30:00,115,AI,Air India,Premium,2876,32N,,2,20,False,4,2,18988,19618,19303.0,630,18988,PremiumEconomy,True,SME,15 KG,7 KG,3
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,MAA,DEL,MAA-DEL,2026-02-13T12:15:00,2026-02-13T14:55:00,160,6E,Indigo,Budget,2578,320,1,,12,False,4,2,10468,12043,10940.5,1575,10468,Economy,True,SME.CrpCon,15 Kilograms,7 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,MAA,DEL,MAA-DEL,2026-02-13T23:15:00,2026-02-14T02:10:00,175,6E,Indigo,Budget,6818,321,1,1,23,False,4,2,12791,17528,14456.5,4737,12791,Economy,True,Saver (Regular),15 Kilograms,7 KG,5
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,MAA,DEL,MAA-DEL,2026-02-13T13:00:00,2026-02-13T15:50:00,170,6E,Indigo,Budget,230,321,1,1,13,False,4,2,14697,17528,15727.166666666666,2831,14697,Economy,True,SME.CrpCon,15 Kilograms,7 KG,4
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,MAA,DEL,MAA-DEL,2026-02-13T13:50:00,2026-02-13T16:55:00,185,SG,Spicejet,Budget,8046,7M8,1,3,13,False,4,2,15451,16767,15891.0,1316,15451,Economy,True,Coupon,15 KG,7 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,MAA,DEL,MAA-DEL,2026-02-13T16:00:00,2026-02-13T18:50:00,170,6E,Indigo,Budget,2761,321,1,2,16,False,4,2,15762,23527,18436.833333333332,7765,15762,Economy,True,Saver (Regular),15 Kilograms,7 KG,3
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,MAA,DEL,MAA-DEL,2026-02-13T14:30:00,2026-02-13T17:20:00,170,6E,Indigo,Budget,6831,321,1,1,14,False,4,2,15762,23527,18436.833333333332,7765,15762,Economy,True,Saver (Regular),15 Kilograms,7 KG,1
2026-02-13,2026-02-13 04:32:44,2026-02-13,0,MAA,DEL,MAA-DEL,2026-02-13T16:20:00,2026-02-13T19:30:00,190,AI,Air India,Premium,2484,32N,4,3,16,False,4,2,17014,17353,17183.5,339,17014,Economy,True,SME,15 KG,7 KG,1
