search_date,search_timestamp,departure_date,days_before_departure,origin,destination,route,departure_time,arrival_time,duration_minutes,airline_code,airline_name,airline_type,flight_number,aircraft,origin_terminal,destination_terminal,departure_hour,is_weekend,day_of_week,month,min_price,max_price,avg_price,price_range,min_published_price,cabin_class,is_refundable,fare_type,checkin_baggage,cabin_baggage,seats_available
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T22:30:00,2026-02-13T00:50:00,140,SG,Spicejet,Budget,879,73H,1D,1,22,False,3,2,5660,7266,6293.333333333333,1606,5660,Economy,True,Coupon,15 KG,7 KG,3
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T23:30:00,2026-02-13T01:55:00,145,6E,Indigo,Budget,519,321,1,2,23,False,3,2,5744,23265,11583.333333333334,17521,5744,Economy,True,SME.CrpCon,15 Kilograms,7 KG,18
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T20:10:00,2026-02-12T22:35:00,145,IX,Air India Express,Premium,1235,7M8,1,2,20,False,3,2,6372,7422,6739.5,1050,6372,Economy,True,Corporate Value,15KG,7 KG,7
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T21:10:00,2026-02-12T23:35:00,145,SG,Spicejet,Budget,105,73H,1D,1,21,False,3,2,6422,7736,6860.666666666667,1314,6422,Economy,True,Coupon,15 KG,7 KG,12
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T14:35:00,2026-02-12T17:00:00,145,IX,Air India Express,Premium,1242,7M8,,2,14,False,3,2,6694,13968,8880.0,7274,6694,Economy,True,Value,15KG,7 Kg,9
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T15:00:00,2026-02-12T17:20:00,140,6E,Indigo,Budget,6022,321,1,2,15,False,3,2,6794,27480,13688.166666666666,20686,6794,Economy,True,SME.CrpCon,15 Kilograms,7 KG,5
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T16:00:00,2026-02-12T18:20:00,140,6E,Indigo,Budget,6318,321,1,2,16,False,3,2,6794,23265,12283.333333333334,16471,6794,Economy,True,SME.CrpCon,15 Kilograms,7 KG,23
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T17:00:00,2026-02-12T19:25:00,145,6E,Indigo,Budget,864,321,1,2,17,False,3,2,6794,23265,12283.333333333334,16471,6794,Economy,True,SME.CrpCon,15 Kilograms,7 KG,4
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T16:00:00,2026-02-12T18:35:00,155,AI,Air India,Premium,1777,32N,2,2,16,False,3,2,7012,7044,7028.0,32,7012,Economy,True,Publish,15 KG,7 KG,1
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T21:00:00,2026-02-12T23:25:00,145,6E,Indigo,Budget,395,321,1,2,21,False,3,2,7214,23265,12563.333333333334,16051,7214,Economy,True,SME.CrpCon,15 Kilograms,7 KG,3
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T22:15:00,2026-02-13T00:50:00,155,6E,Indigo,Budget,6114,321,1,2,22,False,3,2,7214,23265,12563.333333333334,16051,7214,Economy,True,SME.CrpCon,15 Kilograms,7 KG,5
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T22:30:00,2026-02-13T00:55:00,145,AI,Air India,Premium,2437,32N,3,2,22,False,3,2,7228,7251,7239.5,23,7228,Economy,True,Publish,15 KG,7 KG,9
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T16:30:00,2026-02-12T19:00:00,150,AI,Air India,Premium,2941,32N,3,2,16,False,3,2,7228,7251,7239.5,23,7228,Economy,True,Publish,15 KG,7 KG,1
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T17:05:00,2026-02-12T19:35:00,150,AI,Air India,Premium,441,359,3,2,17,False,3,2,7228,7251,7239.5,23,7228,Economy,True,Publish,15 KG,7 KG,3
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T15:30:00,2026-02-12T17:45:00,135,AI,Air India,Premium,2933,32N,3,2,15,False,3,2,7557,7581,7569.0,24,7557,Economy,True,Publish,15 KG,7 KG,2
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T17:15:00,2026-02-12T19:15:00,120,6E,Indigo,Budget,6210,320,1,,17,False,3,2,7778,9353,8250.5,1575,7778,Economy,True,SME.CrpCon,15 Kilograms,7 KG,4
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T12:45:00,2026-02-12T15:05:00,140,6E,Indigo,Budget,6051,321,1,2,12,False,3,2,8159,27480,14598.166666666666,19321,8159,Economy,True,SME.CrpCon,15 Kilograms,7 KG,8
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T20:00:00,2026-02-12T22:20:00,140,6E,Indigo,Budget,6773,321,1,2,20,False,3,2,8159,32748,16003.0,24589,8159,Economy,True,Saver (Regular),15 Kilograms,7 KG,8
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T19:00:00,2026-02-12T21:25:00,145,6E,Indigo,Budget,354,321,1,2,19,False,3,2,8159,27480,14598.166666666666,19321,8159,Economy,True,Saver (Regular),15 Kilograms,7 KG,3
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T17:30:00,2026-02-12T20:00:00,150,AI,Air India,Premium,1736,32N,2,2,17,False,3,2,8588,8588,8588.0,0,8588,Economy,True,SME,15 KG,7 KG,1
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T19:40:00,2026-02-12T22:10:00,150,AI,Air India,Premium,2985,32N,3,2,19,False,3,2,8588,8588,8588.0,0,8588,Economy,True,SME,15 KG,7 KG,3
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T16:00:00,2026-02-12T18:20:00,140,QP,Akasa Air,Budget,1128,7BH,1,1,16,False,3,2,8685,9223,8938.75,538,8685,Economy,True,Corporate,15KG,7 KG,9
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T22:00:00,2026-02-13T00:25:00,145,AI,Air India,Premium,2999,321,3,2,22,False,3,2,9143,9159,9151.0,16,9143,Economy,True,SME,15 KG,7 KG,2
2026-02-12,2026-02-12 04:35:06,2026-02-12,0,DEL,BOM,DEL-BOM,2026-02-12T15:40:00,2026-02-12T17:50:00,130,SG,Spicejet,Budget,664,73H,1D,1,15,False,3,2,9145,10459,9583.666666666666,1314,9145,Economy,True,Coupon,15 KG,7 KG,1
