route,search_date,departure_date,days_before_departure,min_price,max_price,avg_price,median_price,price_std,num_airlines,airlines,flights_count,is_weekend,day_of_week,month
JAI-DEL,2026-02-12,2026-02-12,0,3855,12556,8020.5,8370,3104.914692869999,3,"6E,AI,IX",4,False,3,2
LKO-DEL,2026-02-12,2026-02-12,0,4466,9221,8344.444444444445,8666,1424.964725575971,3,"6E,AI,IX",9,False,3,2
PAT-DEL,2026-02-12,2026-02-12,0,5398,11046,6960.272727272727,6258,1842.4301684513946,4,"6E,AI,IX,SG",11,False,3,2
SXR-DEL,2026-02-12,2026-02-12,0,4397,13911,6565.875,5943,2912.527443540232,3,"6E,AI,IX",8,False,3,2
BOM-DEL,2026-02-12,2026-02-12,0,15046,22659,17142.5,15945,2615.5384766291,5,"6E,AI,IX,QP,SG",22,False,3,2
DEL-BLR,2026-02-12,2026-02-12,0,5808,18880,8343.548387096775,7020,3532.719886439595,5,"6E,AI,IX,QP,SG",31,False,3,2
BOM-BLR,2026-02-12,2026-02-12,0,6332,41931,15658.825,12833,7765.5948215107765,4,"6E,AI,QP,SG",20,False,3,2
DEL-HYD,2026-02-12,2026-02-12,0,5270,12329,6423.65,5600,1723.2787434132645,4,"6E,AI,QP,SG",20,False,3,2
BOM-HYD,2026-02-12,2026-02-12,0,13148,22318,19261.333333333332,22318,4322.779455653761,2,"6E,9I",3,False,3,2
DEL-MAA,2026-02-12,2026-02-12,0,6105,18880,10658.666666666666,7540,4802.645578798789,2,"6E,AI",12,False,3,2
BOM-MAA,2026-02-12,2026-02-12,0,4519,21999,10787.666666666666,9938,5500.536797036772,3,"6E,AI,SG",12,False,3,2
DEL-CCU,2026-02-12,2026-02-12,0,5306,13905,7704.733333333334,6524,2450.029427487669,4,"6E,AI,QP,SG",15,False,3,2
BOM-CCU,2026-02-12,2026-02-12,0,9246,23154,14451.272727272728,11090,4988.0513063430635,4,"6E,AI,QP,SG",11,False,3,2
DEL-PNQ,2026-02-12,2026-02-12,0,5875,15824,10344.142857142857,9069,3723.175350944077,5,"6E,AI,IX,QP,SG",14,False,3,2
BLR-PNQ,2026-02-12,2026-02-12,0,11028,13667,12859.666666666666,13380,1031.708076713348,3,"6E,IX,QP",9,False,3,2
BOM-AMD,2026-02-12,2026-02-12,0,4223,26798,10082.555555555555,8189,6168.113561987996,4,"6E,9I,AI,QP",9,False,3,2
DEL-AMD,2026-02-12,2026-02-12,0,6991,12988,10009.75,9928,2168.0017345088386,3,"6E,AI,SG",12,False,3,2
BOM-GOI,2026-02-12,2026-02-12,0,5864,8318,7397.25,7901,908.9417037595609,4,"6E,AI,IX,SG",12,False,3,2
BLR-GOI,2026-02-12,2026-02-12,0,7014,8760,8033.285714285715,8003,599.3836630324554,2,"6E,IX",7,False,3,2
BLR-COK,2026-02-12,2026-02-12,0,4489,7939,6482.2,6866,1285.930231388935,2,"6E,IX",5,False,3,2
DEL-JAI,2026-02-12,2026-02-12,0,3021,8601,6496.0,7866,2475.449454139591,2,"6E,AI",3,False,3,2
DEL-LKO,2026-02-12,2026-02-12,0,6897,8186,7919.0,8158,406.65249292239685,3,"6E,AI,IX",8,False,3,2
DEL-PAT,2026-02-12,2026-02-12,0,6129,18166,9267.555555555555,7213,3716.4200848280834,4,"6E,AI,IX,SG",9,False,3,2
DEL-SXR,2026-02-12,2026-02-12,0,12965,15175,13282.0,12968,772.81526160618,3,"6E,IX,SG",7,False,3,2
